5,13,57.19809379,0
1,18,45.25994244,0
8,6,30.48448777,0
20,14,45.14508246,0
30,4,29.51140333,0
27,13,72.11411933,0
4,0,29.86780761,0
27,3,57.11814462,0
20,3,67.12368936,0
22,14,42.32972013,0
45,1,59.63813712,0
38,21,33.56390131,0
4,33,38.13617191,0
22,17,66.78438663,0
1,18,45.25994244,0
5,15,52.08494864,0
5,15,52.08494864,0
4,3,45.9393011,0
32,9,32.56142196,0
18,37,70.21473166,0
18,32,32.63123071,0
13,28,56.14106998,0
30,2,60.7690834,0
11,10,63.87594515,0
30,4,29.51140333,0
40,39,40.72933179,0
24,18,38.3766668,0
12,5,74.15296092,0
23,10,29.34726889,0
24,18,38.3766668,0
25,40,67.70113184,0
19,40,60.03957103,1
23,48,57.77286486,1
10,47,70.68631843,1
11,38,74.82543524,1
34,50,41.71675352,1
34,47,53.97543253,1
4,38,28.04976611,1
50,49,38.24420236,1
16,38,65.00367928,1
19,40,60.03957103,1
22,46,62.43058175,1
21,44,46.65642768,1
31,41,68.6532457,1
31,41,68.6532457,1
46,42,66.07952654,1
44,33,51.84271486,1
10,47,70.68631843,1
42,47,26.65336877,1
16,38,65.00367928,1
30,31,33.30314048,1
46,38,73.40226925,1
39,35,26.81272998,1
44,27,28.73871494,1
43,32,46.63929091,1
50,35,54.25835415,1
42,47,26.65336877,1
19,38,46.4333204,1
41,36,60.96696147,1
45,24,31.97506792,1
38,24,50.53984719,2
23,1,37.23961036,2
30,2,60.7690834,2
30,2,60.7690834,2
5,13,57.19809379,2
17,11,62.14055349,2
19,12,53.03976583,2
26,27,56.65609954,2
31,15,39.85726456,2
47,6,41.78571625,2
39,43,39.37298309,2
10,27,26.19979919,2
28,3,29.90737428,2
18,33,64.25056806,2
33,11,66.45865072,2
29,30,62.33504063,2
22,14,42.32972013,2
19,33,66.97873982,2
30,16,49.93687743,2
28,3,29.90737428,2
9,50,38.5524821,2
29,30,62.33504063,2
21,48,71.35472201,2
43,32,46.63929091,2
21,27,38.69411298,2
16,3,33.61818802,2
17,11,62.14055349,2
20,14,45.14508246,2
38,24,50.53984719,2
28,23,38.72179636,2
27,22,29.92408755,2
37,23,51.94608562,3
9,50,38.5524821,3
48,4,58.90934923,3
10,27,26.19979919,3
18,32,32.63123071,3
0,34,74.53947279,3
33,11,66.45865072,3
19,38,46.4333204,3
19,33,66.97873982,3
45,24,31.97506792,3
9,50,38.5524821,3
0,34,74.53947279,3
9,50,38.5524821,3
30,4,29.51140333,3
39,19,64.25603513,3
26,27,56.65609954,3
45,24,31.97506792,3
30,37,61.05026554,3
24,30,76.1538049,3
30,37,61.05026554,3
37,28,60.40913294,3
37,6,30.41692196,3
50,35,54.25835415,3
38,21,33.56390131,3
13,27,37.28002017,3
42,40,41.46231813,3
29,22,56.03511409,3
39,19,64.25603513,3
38,22,59.91115918,3
42,40,41.46231813,3
5,37,68.63304898,4
13,28,56.14106998,4
23,48,57.77286486,4
11,4,44.75870431,4
48,50,35.97663002,4
4,5,43.28587772,4
5,13,57.19809379,4
37,23,51.94608562,4
41,36,60.96696147,4
29,7,60.8375359,4
50,35,54.25835415,4
37,23,51.94608562,4
25,40,67.70113184,4
13,28,56.14106998,4
44,27,28.73871494,4
34,47,53.97543253,4
38,24,50.53984719,4
10,27,26.19979919,4
13,27,37.28002017,4
15,4,70.02856894,4
8,6,30.48448777,4
21,42,65.6434655,4
3,9,53.27408283,4
22,46,62.43058175,4
22,10,72.88165705,4
21,29,45.33453242,4
37,28,60.40913294,4
18,28,55.75694271,4
18,28,55.75694271,4
